grien	dziwdu	dziwdu_qhanshiev	zyephev	chetxryn_ziosryo_sishiev	chetxryn_ziosryo_xrynmyuk	chetxryn_ziosryo_sieuxryn	diavko_xrynbu	chetxryn_dzankryen_pyunlyi	chetxryn_dzankryen	pyanchet_chetxryn	pyanchet_chetxryn_tyoshiek	pyanchet_xyavxryn	pyanchet_xyavxryn_tyoshiek	pyanchet_kuavxryn	pyanchet_kuavxryn_tyoshiek	pyanchet_dzipxryn	pyanchet_dzipxryn_tyoshiek	qhanziwqhwi_shievlyi	qhanziwqhwi_xrynlyi	qhanziwqhwi_deulyi	giwtha_potyo	qrimvrielan	thovqitmra
07166-002-009-009	煦		qhyó	2	9	9	侯	2	[《切三》]	null		null		况羽切				null	null	null			U+7166
07166-003-010-008	煦		qhyô	3	10	8	侯	0	[《藤田2018》]	香句反		香句反		香句切				曉	遇	去			U+7166
07169-001-021-005	煩		byan	1	21	5	元	2	[《切三》]	附袁反		附袁反		附袁切				奉	元	平			U+7169
0716C-001-037-001	煬		jiaŋ	1	37	1	陽	2	[《切三》]	与章反		与章反		與章切				以	陽	平			U+716C
0716C-003-040-001	煬		jiâŋ	3	40	1	陽	2	[《S6176v》]	脱字（餘亮反）		餘亮反		餘亮切				以	漾	去			U+716C
0716E-002-008-005	煮		tió	2	8	5	魚	2	[《切三》]	諸与反		諸与反		章与切				章	語	上			U+716E
071A8-003-008-008	熨		qyûi	3	8	8	物	0	[《藤田2018》]	於謂反		於謂反		於胃切				影	未	去			U+71A8
071A8-004-006-003	熨		qyut	4	6	3	物	2	[《切三》, 《P3694v》]	null		null		紆物切				影	物	入			U+71A8
071AC-001-032-013	熬		ŋau	1	32	13	宵	2	[《切三》]	五勞反		五勞反		五勞切				疑	豪	平			U+71AC
071AF-002-022-023	熯		qhán	2	22	23	元	2	[《切三》]	null		null		呼旱切				曉	旱	上			U+71AF
071AF-002-026-013	熯		nién	2	26	13	元	2	[《切三》]	null		人善反		人善切				日	獮	上			U+71AF
071AF-003-027-025	熯		qhân	3	27	25	元	3	[《S6176r》]	呼半反		呼半反		呼旰切				null	null	null			U+71AF
071B1-004-015-005	熱		niet	4	15	5	月	2	[《切三》]	如列反		如列反		如列切				日	薛	入			U+71B1
071B2-002-040-002	熲		kuéŋ	2	40	2	耕	2	[《切三》]	古鼎反		古鼎反		古迥切				null	null	null			U+71B2
071C1-004-024-017	燁		xriep	4	24	17	葉	2	[《切三》]	null		null		筠輒切				云	葉	入			U+71C1
071EE-004-025-008	燮		sep	4	25	8	0	2	[《P3799》]	蘇協反		蘇協反		蘇協切				心	帖	入			U+71EE
07207-004-015-019	爇		nyet	4	15	19	月	2	[《切三》]	如雪反		如雪反		如劣切				日	薛	入			U+7207
0721A-004-027-001	爚		jiak	4	27	1	藥	2	[《P3799》]	以灼反		以灼反		以灼切				null	null	null			U+721A
0721A-004-027-005	爚		shiak	4	27	5	藥	2	[《切三》, 《P3799》]	null		null		書藥切				null	null	null			U+721A
0721D-003-033-015	爝		ciêu	3	33	15	藥	0	[《藤田2018》]	null		null		子肖切				null	null	null			U+721D
0721D-004-027-016	爝		ciak	4	27	16	藥	2	[《P3799》]	null		null		即略切				null	null	null			U+721D
0721D-004-027-017	爝		dziak	4	27	17	藥	2	[《P3799》]	在〓反		在爵反		在爵切				null	null	null			U+721D
0721E-001-001-004	爞		dryuŋ	1	1	4	冬	3	[《切二》]	null		直隆反		直弓切				null	null	null			U+721E
0721E-001-002-002	爞		doŋ	1	2	2	冬	3	[《切二》]	null		徒冬反		徒冬切				null	null	null			U+721E
07232-001-005-003	爲		xrye	1	5	3	歌	2	[《切三》, 《P3696(2)》]	薳支反		薳支反		薳支切				云	支	平			U+7232
07232-003-005-008	爲		xryê	3	5	8	歌	3	[《P3696(1)r》]	榮〓反		榮僞反		于僞切				云	寘	平			U+7232
07232-003-005-034	爲		ŋryê	3	5	34	歌	3	[《P3696(1)r》]	null		null		null		null		null	null	null	見音義欄。	按：｛僞｝。《詩·唐風·采苓》：“人之爲言，苟亦無信。”鄭玄箋：“爲言，謂爲人爲善言以稱薦之，欲使見進用也。”陸德明音義：“爲言，〔上〕于僞反（xryê），或如字，下文皆同，本或作‘僞’字，非。……爲言謂爲人，〔二爲〕並于僞反，若經文依字讀，則此上‘爲’字亦依字。”孔穎達疏：“人之詐僞之言。”《采苓》云“爲”，鄭、陸皆釋｛xryê｝，孔釋｛僞（ŋryê）｝。《辭源》第二音項“于僞切”第五義項：“通‘僞’。”難信之。	U+7232
07235-004-027-016	爵		ciak	4	27	16	藥	2	[《P3799》]	即略反		即略反		即略切				精	藥	入			U+7235
0723F-001-026-502	爿		bren	1	26	502	元	2	[《切三》]	null		null		null		null		null	null	null	見音義欄。	名詞【きれはし】。《字彙》：“爿，蒲閑切，音瓣，爿片。”《辭源》第二音“《字彙》蒲閑切”項：“竹木劈成的片。元楊維楨《東維子文集》十二《睦州李侯祠堂記》：‘百斤鉅刀，上下舞如木爿。’”按：｛瓣｝？。《增修互注禮部韵略》：“瓣，蒲閑切，……又片也。”《辭源》“瓣”字條音“蒲莧切（brên）”項第二義項：“果實分瓤者亦稱瓣。唐元稹《長慶集》十七《貶江陵途中寄樂天……》詩：‘紫芽嫩茗和枝采，朱橘香苞數瓣分。’”	U+723F
0723F-001-037-020	爿		dzriaŋ	1	37	20	陽	2	[《切三》]	null		null		null		null		null	null	null	見音義欄。	｛床｝。《辭源》：“‘牀’的象形初文。”然而《辭源》引《龍龕手鑒》爲音dziaŋ。按：《王韵》士莊反：“疒，病。”《廣韵》同。是蓋實指“爿”。訓“病”者，“疒”其他音（音nrek亦有疑。是“疾”初文，當音dzit）之義，非dzriaŋ之義。	U+723F
0723F-001-037-024	爿		dziaŋ	1	37	24	陽	2	[《切三》]	null		null		null		null		從	陽	平	見音義欄。	幽靈音義。《説文繫傳》引李陽冰：“木字右旁爲‘片’，左旁爲‘爿’，云（∅）爿，音牆。”《龍龕手鑒》：“爿，疾羊反。”	U+723F
07240-001-037-020	牀		dzriaŋ	1	37	20	陽	2	[《切三》]	士莊反		士莊反		士莊切				崇	陽	平			U+7240
07242-001-038-018	牂		caŋ	1	38	18	陽	2	[《切三》]	則郎反		則郎反		則郎切				精	唐	平			U+7242
07246-001-037-024	牆		dziaŋ	1	37	24	陽	2	[《切三》]	疾良反		疾良反		在良切				從	陽	平			U+7246
07247-003-027-011	片		phân	3	27	11	元	0	[《藤田2018》]	null		null		null		普半切		null	null	null			U+7247
07247-003-030-018	片		phên	3	30	18	元	0	[《藤田2018》]	普見反		普見反		普麵切				滂	霰	去			U+7247
07249-003-027-011	牉		phân	3	27	11	元	0	[《藤田2018》]	普半反		普半反		普半切				null	null	null			U+7249
07252-004-025-005	牒		dep	4	25	5	葉	2	[《切三》]	徒協反		徒協反		徒協切				定	帖	入			U+7252
0725B-001-043-006	牛		ŋyu	1	43	6	之	2	[《切三》]	語求反		語求反		語求切				疑	尤	平			U+725B
07269-004-006-001	物		myut	4	6	1	物	2	[《切三》, 《P3694v》]	無弗反		無佛反		文弗切				微	物	入			U+7269
0726F-002-010-006	牯		kó	2	10	6	魚	2	[《切三》]	姑户反		〼〼〼（姑户反）	《王三》脱字（姑户反），《王一》無本。	公户切				見	姥	上			U+726F
07272-001-039-024	牲		srieŋ	1	39	24	耕	2	[《切三》]	所京反		所京反		所庚切				生	庚	平			U+7272
07277-001-028-020	牷		dzyen	1	28	20	元	2	[《切三》]	聚緣反		聚緣反		疾緣切				從	仙	平			U+7277
07278-003-007-009	牸		dziə̂	3	7	9	之	0	[《藤田2018》]	疾置反		疾置反		疾置切				從	志	去			U+7278
07279-004-030-006	特		dək	4	30	6	職	0	[《藤田2018》]	徒德反		徒德反		徒得切				定	德	入			U+7279
0727D-001-027-013	牽		khen	1	27	13	真	2	[《切三》]	苦賢反		苦賢反		苦堅切				溪	先	平			U+727D
0727D-003-030-011	牽		khên	3	30	11	真	0	[《藤田2018》]	null		null		苦甸切				溪	霰	去			U+727D
07296-004-004-016	犖		lrok	4	4	16	覺	2	[《切三》]	吕角反		吕角反		吕角切				來	覺	入			U+7296
07296-004-028-003	犖		lak	4	28	3	覺	0	[《藤田2018》]	null		null		null		歷各切		null	null	null			U+7296
0729B-001-007-003	犛		liə	1	7	3	之	2	[《切三》]	理之反		理之反		里之切				來	之	平			U+729B
0729B-001-016-007	犛		ləi	1	16	7	之	1	[《P3695》]	null		null		落哀切				null	null	null			U+729B
0729B-001-031-006	犛		mrau	1	31	6	宵	2	[《切三》]	莫交反		莫交反		莫交切				明	肴	平			U+729B
072A7-001-005-020	犧		qhrie	1	5	20	歌	2	[《切三》, 《P3696(2)》]	許羈反		許羇反		許羈切				曉	支	平			U+72A7
072A7-001-033-012	犧		sa	1	33	12	歌	2	[《切三》]	null		null		素何切				心	歌	平			U+72A7
072A8-001-043-011	犨		thyu	1	43	11	幽	2	[《切三》]	赤周反		赤周反		赤周切				null	null	null			U+72A8
072AC-002-025-015	犬		khuén	2	25	15	真	2	[《切三》]	苦泫反		苦泫反		苦泫切				溪	銑	上			U+72AC
072B0-001-043-029	犰		gyu	1	43	29	幽	2	[《切三》]	null		null		巨鳩切				群	尤	平			U+72B0
072B5-004-008-002	犵		kiət	4	8	2	物	2	[《切三》, 《P3694v》]	null		null		null		null		null	null	null	《正字通》：“犵，去逸切（khit〜khiət），音詰（khit〜khiət），犵狫，蠻也。”“乞”字條又云“去逸切，音詰”，蓋《正字通》即以“乞”讀“犵”耳。犵狫，上音或爲“鳩（音kyu）”、“葛（音kat）”、“狤（音kit）”、“革（音krek）”等，皆音“k-”，唯“犵”爲“kh-”者不可信，今改之矣。		U+72B5
072C0-003-040-006	狀		dzriâŋ	3	40	6	陽	2	[《S6176v》]	鋤亮反		鋤亮反		鋤亮切				崇	漾	去			U+72C0
072C1-002-016-004	狁		jýn	2	16	4	文	2	[《切三》]	余准反		余准反		余準切				以	準	上			U+72C1
072C2-001-037-032	狂		gyaŋ	1	37	32	陽	2	[《切三》]	渠王反		渠王反		巨王切				群	陽	平			U+72C2
072C2-003-040-109	狂		gyâŋ	3	40	109	陽	0	[《藤田2018》]	null		渠放反		渠放切				null	null	null			U+72C2
072C4-004-016-008	狄		dek	4	16	8	錫	2	[《切三》]	徒歷反		徒歷反		徒歷切				定	錫	入			U+72C4
072C4-004-016-009	狄		thek	4	16	9	錫	2	[《切三》]	null		null		null		他歷切		透	錫	入			U+72C4
072CC-001-039-024	狌		srieŋ	1	39	24	耕	2	[《切三》]	null		null		所庚切				生	庚	平			U+72CC
072CC-001-042-007	狌		seŋ	1	42	7	耕	2	[《切三》]	null		null		null		桑經切		心	青	平			U+72CC
072D7-002-042-006	狗		kú	2	42	6	侯	2	[《切三》]	古厚反		古厚反		古厚切				見	厚	上			U+72D7
072DB-003-037-027	狛		brâ	3	37	27	鐸	2	[《S6176v》]	白駕反		白駕反		白駕切				null	null	null			U+72DB
072DB-004-028-012	狛		phak	4	28	12	鐸	3	[《Дх1372+Дх3703》]	null		null		null		匹各切		滂	鐸	入			U+72DB
072DB-004-028-013	狛		bak	4	28	13	鐸	3	[《Дх1372+Дх3703》]	null		null		null		null		null	null	null	見音義欄。	brâ、phakと异義不明。《名義》：“狛，蒲惡反，如狼驅羊。”《新撰字鏡》：“狛，蒲惡反，如狼善驅羊。”	U+72DB
072E1-002-029-006	狡		kráu	2	29	6	宵	2	[《切三》]	古巧反		古巧反		古巧切				見	巧	上			U+72E1
072E9-003-046-005	狩		shyû	3	46	5	幽	2	[《P3694r》]	舒救反		舒救反		舒救切				書	宥	去			U+72E9
072F0-001-040-018	狰		creŋ	1	40	18	耕	2	[《切三》]	側莖反		側莖反		側莖切				莊	耕	平			U+72F0
072F0-002-039-001	狰		dziéŋ	2	39	1	耕	2	[《切三》]	null		疾郢反		疾郢切				null	null	null			U+72F0
072F3-001-009-006	狳		jio	1	9	6	魚	3	[《切二》]	null		null		以諸切				以	魚	平			U+72F3
072F8-001-007-003	狸		liə	1	7	3	之	2	[《切三》]	null		null		里之切				來	之	平			U+72F8
072FB-001-024-010	狻		suan	1	24	10	元	2	[《切三》]	素官反		素官反	《王一》素官反，《王三》素丸反	素官切				心	桓	平			U+72FB
072FC-001-038-002	狼		laŋ	1	38	2	陽	2	[《切三》]	魯當反		魯當反		魯當切				來	唐	平			U+72FC
072FC-002-036-011	狼		láŋ	2	36	11	陽	2	[《切三》]	null		null		null		里黨切		null	null	null			U+72FC
072FC-003-041-002	狼		lâŋ	3	41	2	陽	0	[《藤田2018》]	null		null		null		郎宕切		null	null	null			U+72FC
072FD-003-012-009	狽		pâi	3	12	9	月	0	[《藤田2018》]	博蓋反		博蓋反		博蓋切				幫	泰	去			U+72FD
07307-001-031-001	猇		xrau	1	31	1	幽	2	[《切三》]	胡茅反		胡茅反		胡茅切				null	null	null			U+7307
07307-001-031-007	猇		qhrau	1	31	7	幽	2	[《切三》]	null		許交反		許交切				曉	肴	平			U+7307
07322-001-011-003	猢		xo	1	11	3	魚	1	[《P3695》]	户吴反		户吴反		户吴切				null	null	null			U+7322
07329-001-039-024	猩		srieŋ	1	39	24	耕	2	[《切三》]	所京反		所京反		所庚切				生	庚	平			U+7329
07329-001-042-007	猩		seŋ	1	42	7	耕	2	[《切三》]	null		桑經反		桑經切				null	null	null			U+7329
0732A-001-009-015	猪		trio	1	9	15	魚	2	[《切三》]	陟魚反		陟魚反		陟魚切				知	魚	平			U+732A
0733F-001-021-002	猿		xyan	1	21	2	元	2	[《切三》]	null		韋元反		雨元切				云	元	平			U+733F
07352-001-032-013	獒		ŋau	1	32	13	宵	2	[《切三》]	五勞反		五勞反		五勞切				疑	豪	平			U+7352
07369-003-020-003	獩		qyâi	3	20	3	月	0	[《藤田2018》]	null		null		於廢切				null	null	null			U+7369
0736B-001-047-002	獫		liem	1	47	2	談	2	[《切三》]	〓〓反		力鹽反		力鹽切				null	null	null			U+736B
0736B-002-045-002	獫		liém	2	45	2	談	3	[《P3693v》]	null		null		良冉切				null	null	null			U+736B
0736B-002-045-003	獫		qhriém	2	45	3	談	2	[《切三》]	虚檢反		虚檢反		虚檢切				曉	琰	上			U+736B
0736B-003-050-010	獫		liêm	3	50	10	談	2	[《P3694r》]	null		力驗反		力驗切				null	null	null			U+736B
07377-002-035-112	獷		kyáŋ	2	35	112	陽	2	[《切三》]	null		null		居往切				見	養	上			U+7377
07377-002-037-008	獷		kryéŋ	2	37	8	陽	2	[《切三》]	null		null		null		俱永切		null	null	null			U+7377
07377-002-037-011	獷		kruáŋ	2	37	11	陽	2	[《切三》]	古猛反		古猛反		古猛切				null	null	null			U+7377
07378-003-046-005	獸		shyû	3	46	5	幽	2	[《P3694r》]	舒救反		舒救反		舒救切				書	宥	去			U+7378
0737A-004-011-020	獺		that	4	11	20	0	2	[《切三》, 《P3694v》]	他達反		他達反		他達切				透	曷	入			U+737A
0737A-004-013-007	獺		thrat	4	13	7	0	2	[《切三》]	他鎋反		他鎋反		他鎋切				null	null	null			U+737A
07384-001-027-021	玄		xuen	1	27	21	真	2	[《切三》]	胡涓反		胡涓反		胡涓切				匣	先	平			U+7384
07384-003-030-004	玄		xuên	3	30	4	真	0	[《藤田2018》]	null		null		null		熒絹切		null	null	null			U+7384
07385-003-033-010	玅		miêu	3	33	10	宵	0	[《藤田2018》]	null		null		彌笑切				明	笑	去			U+7385
07389-004-003-002	玉		ŋyok	4	3	2	屋	2	[《切三》]	語欲反		語欲反		魚欲切				疑	燭	入			U+7389
0738B-001-037-027	王		xyaŋ	1	37	27	陽	2	[《切三》]	雨方反		雨方反		雨方切				云	陽	平			U+738B
0738B-002-035-023	王		xyáŋ	2	35	23	陽	2	[《切三》]	null		null		null		null		云	養	上	《詩·大雅·板》：“及爾出王。”注：“王，往。”往，音 xyáŋ，音義不注。		U+738B
0738B-003-040-025	王		xyâŋ	3	40	25	陽	0	[《藤田2018》]	于放反		于放反		于放切				云	漾	去			U+738B
07396-002-041-007	玖		kyú	2	41	7	之	2	[《切三》]	〓〓反		舉有反		舉有切				見	有	上			U+7396
0739F-001-017-046	玟		mryn	1	17	46	文	0	[《藤田2018》]	null		null		武巾切				明	真	平			U+739F
073A0-003-016-004	玠		krêi	3	16	4	月	3	[《P3696(1)v》]	古拜反		古拜反		古拜切				見	怪	去			U+73A0
073B9-001-027-021	玹		xuen	1	27	21	真	2	[《切三》]	胡涓反		胡涓反		胡涓切				匣	先	平			U+73B9
073B9-003-030-004	玹		xuên	3	30	4	真	0	[《藤田2018》]	null		null		黄練切				null	null	null			U+73B9
073C0-004-019-020	珀		phrak	4	19	20	鐸	2	[《切三》]	普伯反		null		普伯切				滂	陌	入			U+73C0
073D9-001-002-005	珙		kyoŋ	1	2	5	東	3	[《切二》]	駒冬反	原誤作“駒東反”。	駒冬反		九容切				null	null	null			U+73D9
073D9-002-002-013	珙		kyóŋ	2	2	13	東	2	[《切三》]	居悚反		居悚反		居悚切				見	腫	上			U+73D9
073DE-004-016-004	珞		lek	4	16	4	藥	2	[《切三》]	null		null		null		狼狄切		來	錫	入			U+73DE
073DE-004-028-003	珞		lak	4	28	3	鐸	3	[《Дх1372+Дх3703》]	盧各反		盧各反		盧各切				來	鐸	入			U+73DE
073E0-001-010-014	珠		tyo	1	10	14	侯	2	[《切三》]	止俱反		止俱反		章俱切				章	虞	平			U+73E0
073E5-003-007-011	珥		niə̂	3	7	11	之	0	[《藤田2018》]	仍吏反		仍吏反		仍吏切				日	志	去			U+73E5
073E9-001-039-027	珩		xraŋ	1	39	27	陽	2	[《切三》]	户庚反		户庚反		户庚切				匣	庚	平			U+73E9
073FE-003-030-012	現		xên	3	30	12	元	0	[《藤田2018》]	户見反		户見反		胡甸切				匣	霰	去			U+73FE
07403-001-043-029	球		gyu	1	43	29	幽	2	[《切三》]	巨鳩反		巨鳩反		巨鳩切				群	尤	平			U+7403
07405-001-038-002	琅		laŋ	1	38	2	陽	2	[《切三》]	魯當反		魯當反		魯當切				來	唐	平			U+7405
07405-003-041-002	琅		lâŋ	3	41	2	陽	0	[《藤田2018》]	null		null		null		null		null	null	null	《字彙補》：“琅……力宕切，音浪。”	｛浪｝。《辭源》第二音“《字彙補》力宕切”項：“通‘浪’。見‘琅湯’。”“琅湯”詞條：“放縱。同‘浪蕩’。《管子·宙合》：‘以琅湯凌轢人，人之敗也常自此。’唐房玄齡注：‘琅音浪。’”	U+7405
07406-002-006-010	理		liə́	2	6	10	之	2	[《切三》, 《TIVK75-100br》]	良士反		良士反		良士切				來	止	上			U+7406
0741A-001-009-004	琚		kio	1	9	4	魚	2	[《切三》]	舉魚反		舉魚反		九魚切				見	魚	平			U+741A
07424-001-039-011	琤		chraŋ	1	39	11	耕	2	[《切三》]	null		null		楚庚切				初	庚	平			U+7424
07424-001-040-009	琤		chreŋ	1	40	9	耕	2	[《切三》]	楚莖反		楚莖反		楚耕切				null	null	null			U+7424
07428-001-022-002	琨		kun	1	22	2	文	2	[《切三》]	古渾反		古渾反		古渾切				見	魂	平			U+7428
07431-001-029-003	琱		teu	1	29	3	幽	2	[《切三》]	都聊反		都聊反		都聊切				端	蕭	平			U+7431
07433-001-046-003	琳		lim	1	46	3	侵	2	[《切三》, 《S6187》]	力尋反		力尋反		力尋切				來	侵	平			U+7433
07434-001-046-017	琴		grim	1	46	17	侵	2	[《S6187》]	渠金反		渠金反		巨金切				群	侵	平			U+7434
07440-002-009-002	瑀		xyó	2	9	2	魚	2	[《切三》]	于矩反		于矩反		王矩切				云	麌	上			U+7440
07452-001-037-001	瑒		jiaŋ	1	37	1	陽	2	[《切三》]	null		null		與章切				以	陽	平			U+7452
07452-002-036-001	瑒		dáŋ	2	36	1	陽	2	[《切三》]	null		null		null		待朗切		定	蕩	上			U+7452
07452-002-037-013	瑒		dráŋ	2	37	13	陽	2	[《切三》]	徒杏反		徒杏反		徒杏切				null	null	null			U+7452
07452-003-040-007	瑒		thriâŋ	3	40	7	陽	0	[《藤田2018》]	null		null		null	徒杏切：“又音暢。”			徹	漾	去			U+7452
0745A-001-011-003	瑚		xo	1	11	3	魚	1	[《P3695》+《P3696(p13)》]	户吴反		户吴反		户吴切				匣	模	平			U+745A
07463-002-031-005	瑣		suá	2	31	5	歌	2	[《切三》]	蘇果反		null		蘇果切				心	果	上			U+7463
0746F-001-038-002	瑯		laŋ	1	38	2	陽	2	[《切三》]	null		null		魯當切				來	唐	平			U+746F
07473-001-033-010	瑳		cha	1	33	10	歌	2	[《切三》]	七何反		七河反		七何切				清	歌	平			U+7473
07473-002-031-027	瑳		chá	2	31	27	歌	2	[《切三》]	千可反		千可反		千可切				null	null	null			U+7473
07489-001-028-016	璉		lien	1	28	16	元	2	[《切三》]	null		null		null		陵延切		null	null	null			U+7489
07489-002-026-014	璉		lién	2	26	14	元	2	[《切三》]	力演反		力演反		力展切				來	獮	上			U+7489
07490-003-011-003	璐		lô	3	11	3	鐸	0	[《藤田2018》]	洛故反		洛故反		洛故切				來	暮	去			U+7490
07497-002-036-001	璗		dáŋ	2	36	1	陽	2	[《切三》]	堂朗反		堂朗反		徒朗切				定	蕩	上			U+7497
0749C-001-038-009	璜		xuaŋ	1	38	9	陽	2	[《切三》]	胡光反		胡光反		胡光切				匣	唐	平			U+749C
0749F-002-037-004	璟		qriéŋ	2	37	4	陽	2	[《切三》]	null		於丙反		於丙切				影	梗	上			U+749F
0749F-002-037-008	璟		kryéŋ	2	37	8	陽	2	[《切三》]	null		null		俱永切				見	梗	上			U+749F
07503-003-046-012	甃		cryû	3	46	12	幽	2	[《P3694r》]	側救反		側救反		側救切				莊	宥	去			U+7503
07515-003-001-008	甕		qûŋ	3	1	8	東	3	[《P3696(1)r》]	烏貢反		烏貢反		烏貢切				影	送	去			U+7515
