grien	dziwdu	dziwdu_qhanshiev	xreishievbu	xreishievbu_qhanshiev	pyunqhrua	xreishievbu_pyuideiqit	shievvuai	shievvuai_pyunqhrua_xryitriw	thovqitmra_xreishievbu	thonvqitmra_dziwdu
0898F-0646B	摫		規			[]	[手]		U+898F	U+646B
0898F-069FB	槻		規			[]	[木]		U+898F	U+69FB
0898F-07ABA	窺		規			[]	[穴]		U+898F	U+7ABA
0898F-0898F	規		規			[]	[]		U+898F	U+898F
0898F-095DA	闚		規			[]	[門]		U+898F	U+95DA
08C4A-06FA7	澧		豊			[]	[水]		U+8C4A	U+6FA7
08C4A-079AE	禮		豊			[]	[示]		U+8C4A	U+79AE
08C4A-08C4A	豊		豊			[]	[]		U+8C4A	U+8C4A
08C4A-091B4	醴		豊			[]	[酉]		U+8C4A	U+91B4
08C4A-09AD4	體		豊			[]	[骨]		U+8C4A	U+9AD4
08C4A-09C67	鱧		豊			[]	[魚]		U+8C4A	U+9C67
08C9D-05504	唄		貝			[]	[口]		U+8C9D	U+5504
08C9D-057BB	垻		貝			[]	[土]		U+8C9D	U+57BB
08C9D-06557	敗		貝			[]	[攴]		U+8C9D	U+6557
08C9D-06D7F	浿		貝			[]	[水]		U+8C9D	U+6D7F
08C9D-072FD	狽		貝			[]	[犬]		U+8C9D	U+72FD
08C9D-08C9D	貝		貝			[]	[]		U+8C9D	U+8C9D
08CA0-08CA0	負		負			[]	[]		U+8CA0	U+8CA0
08CAB-06163	慣		貫			[]	[心]		U+8CAB	U+6163
08CAB-0645C	摜		貫			[]	[手]		U+8CAB	U+645C
08CAB-06BCC	毌		貫		略	[]	[]		U+8CAB	U+6BCC
08CAB-08CAB	貫		貫			[]	[]		U+8CAB	U+8CAB
08CB4-0470B	䜋		貴			[]	[貝, 言]		U+8CB4	U+470B
08CB4-05331	匱		貴			[]	[貝, 匚]		U+8CB4	U+5331
08CB4-06192	憒		貴			[]	[貝, 心]		U+8CB4	U+6192
08CB4-06AC3	櫃		貴			[]	[貝, 匚, 木]		U+8CB4	U+6AC3
08CB4-06F70	潰		貴			[]	[貝, 水]		U+8CB4	U+6F70
08CB4-07C23	簣		貴			[]	[貝, 竹]		U+8CB4	U+7C23
08CB4-07E62	繢		貴			[]	[貝, 糸]		U+8CB4	U+7E62
08CB4-08075	聵		貴			[]	[貝, 耳]		U+8CB4	U+8075
08CB4-081FE	臾		貴			[]	[]		U+8CB4	U+81FE
08CB4-08562	蕢		貴			[]	[貝, 艸]		U+8CB4	U+8562
08CB4-08CB4	貴		貴			[]	[貝]		U+8CB4	U+8CB4
08CB4-095E0	闠		貴			[]	[貝, 門]		U+8CB4	U+95E0
08CB4-09767	靧		貴			[]	[貝, 面]		U+8CB4	U+9767
08CB4-0994B	饋		貴			[]	[貝, 食]		U+8CB4	U+994B
08D07-08D07	贇		贇			[]	[]		U+8D07	U+8D07
08D64-05687	嚇		赤			[赫]	[赤, 口]		U+8D64	U+5687
08D64-08D64	赤		赤			[]	[]		U+8D64	U+8D64
08D64-08D6B	赫		赤			[赫]	[赤]		U+8D64	U+8D6B
08D64-090DD	郝		赤			[]	[阜]		U+8D64	U+90DD
08DB3-04FC3	促		足			[]	[人]		U+8DB3	U+4FC3
08DB3-06349	捉		足			[]	[手]		U+8DB3	U+6349
08DB3-06D5E	浞		足			[]	[水]		U+8DB3	U+6D5E
08DB3-08D97	趗		足			[]	[走]		U+8DB3	U+8D97
08DB3-08DB3	足		足			[]	[]		U+8DB3	U+8DB3
08DB3-09F6A	齪		足			[]	[齒]		U+8DB3	U+9F6A
08EB0-08EB0	躰		躰			[]	[]		U+8EB0	U+8EB0
08ECA-05399	厙		車			[庫]	[广]	1	U+8ECA	U+5399
08ECA-05EAB	庫		車			[庫]	[广]		U+8ECA	U+5EAB
08ECA-07868	硨		車			[]	[石]		U+8ECA	U+7868
08ECA-08932	褲		車			[庫]	[广, 衣]		U+8ECA	U+8932
08ECA-08ECA	車		車			[]	[]		U+8ECA	U+8ECA
08F26-08F26	輦		輦			[]	[]		U+8F26	U+8F26
08FB5-08FB5	辵		辵			[]	[]		U+8FB5	U+8FB5
09000-0817F	腿		退			[]	[辵, 肉]		U+9000	U+817F
09000-09000	退		退			[]	[辵]		U+9000	U+9000
09023-069E4	槤		連			[]	[木]		U+9023	U+69E4
09023-06F23	漣		連			[]	[水]		U+9023	U+6F23
09023-07489	璉		連			[]	[玉]		U+9023	U+7489
09023-07E3A	縺		連			[]	[糸]		U+9023	U+7E3A
09023-084EE	蓮		連			[]	[艸]		U+9023	U+84EE
09023-09023	連		連			[]	[]		U+9023	U+9023
09023-093C8	鏈		連			[]	[金]		U+9023	U+93C8
09023-09C31	鰱		連			[]	[魚]		U+9023	U+9C31
0907A-058DD	壝		遺			[]	[辵, 土]		U+907A	U+58DD
0907A-0907A	遺		遺			[]	[辵]		U+907A	U+907A
0907A-096A4	隤		遺			[]	[阜]		U+907A	U+96A4
0907A-0983D	頽		遺			[]	[秃]		U+907A	U+983D
09091-05508	唈		邑			[]	[口]		U+9091	U+5508
09091-06092	悒		邑			[]	[心]		U+9091	U+6092
09091-06339	挹		邑			[]	[手]		U+9091	U+6339
09091-06D65	浥		邑			[]	[水]		U+9091	U+6D65
09091-088DB	裛		邑			[]	[衣]		U+9091	U+88DB
09091-09091	邑		邑			[]	[]		U+9091	U+9091
091CC-04FDA	俚		里			[]	[人]		U+91CC	U+4FDA
091CC-05398	厘		里			[]	[釐]	1	U+91CC	U+5398
091CC-054E9	哩		里			[]	[口]		U+91CC	U+54E9
091CC-057CB	埋		里			[]	[土]		U+91CC	U+57CB
091CC-05A0C	娌		里			[]	[女]		U+91CC	U+5A0C
091CC-0609D	悝		里			[]	[心]		U+91CC	U+609D
091CC-06D6C	浬		里			[]	[水]		U+91CC	U+6D6C
091CC-072F8	狸		里			[]	[犬]		U+91CC	U+72F8
091CC-07406	理		里			[]	[玉]		U+91CC	U+7406
091CC-085B6	薶		里			[]	[豸, 艸]		U+91CC	U+85B6
091CC-088CF	裏		里			[]	[衣]		U+91CC	U+88CF
091CC-08C8D	貍		里			[]	[豸]		U+91CC	U+8C8D
091CC-091CC	里		里			[]	[]		U+91CC	U+91CC
091CC-091D0	釐		里			[]	[釐]		U+91CC	U+91D0
091CC-092F0	鋰		里			[]	[金]		U+91CC	U+92F0
091CC-0973E	霾		里			[]	[豸, 雨]		U+91CC	U+973E
091CC-09BC9	鯉		里			[]	[魚]		U+91CC	U+9BC9
091CF-07CE7	糧		量			[]	[米]		U+91CF	U+7CE7
091CF-091CF	量		量			[]	[]		U+91CF	U+91CF
091D1-0552B	唫		金			[]	[口]		U+91D1	U+552B
091D1-05D1F	崟		金			[]	[山]		U+91D1	U+5D1F
091D1-05D94	嶔		金			[欽]	[欠, 山]		U+91D1	U+5D94
091D1-06366	捦		金			[]	[手]		U+91D1	U+6366
091D1-06B3D	欽		金			[欽]	[欠]		U+91D1	U+6B3D
091D1-06DE6	淦		金			[]	[水]		U+91D1	U+6DE6
091D1-091D1	金		金			[]	[]		U+91D1	U+91D1
091D1-0929C	銜		金			[]	[行]		U+91D1	U+929C
091D1-09326	錦		金			[]	[帛]		U+91D1	U+9326
09577-05000	倀		長			[]	[人]		U+9577	U+5000
09577-05E33	帳		長			[]	[巾]		U+9577	U+5E33
09577-05F35	張		長			[]	[弓]		U+9577	U+5F35
09577-060B5	悵		長			[]	[心]		U+9577	U+60B5
09577-068D6	棖		長			[]	[木]		U+9577	U+68D6
09577-06F32	漲		長			[]	[弓, 水]		U+9577	U+6F32
09577-08139	脹		長			[]	[肉]		U+9577	U+8139
09577-08407	萇		長			[]	[艸]		U+9577	U+8407
09577-09577	長		長			[]	[]		U+9577	U+9577
09577-097D4	韔		長			[]	[韋]		U+9577	U+97D4
09586-09586	閆		閆			[]	[]		U+9586	U+9586
0958F-06F64	潤		閏			[]	[水]		U+958F	U+6F64
0958F-0958F	閏		閏			[]	[]		U+958F	U+958F
09591-05AFB	嫻		閑			[]	[女]		U+9591	U+5AFB
09591-09591	閑		閑			[]	[]		U+9591	U+9591
09591-09DF4	鷴		閑			[]	[鳥]		U+9591	U+9DF4
09592-050E9	僩		閒			[]	[人]		U+9592	U+50E9
09592-05AFA	嫺		閒			[]	[女]		U+9592	U+5AFA
09592-0648A	撊		閒			[]	[手]		U+9592	U+648A
09592-06F97	澗		閒			[]	[水]		U+9592	U+6F97
09592-07647	癇		閒			[]	[疒]		U+9592	U+7647
09592-077AF	瞯		閒			[]	[目]		U+9592	U+77AF
09592-07C21	簡		閒			[]	[竹]		U+9592	U+7C21
09592-08573	蕳		閒			[]	[艸]		U+9592	U+8573
09592-08947	襇		閒			[]	[衣]		U+9592	U+8947
09592-09592	閒		閒			[]	[]		U+9592	U+9592
09592-09593	間		閒		异	[]	[]		U+9592	U+9593
09592-09DF3	鷳		閒			[]	[鳥]		U+9592	U+9DF3
0961C-0961C	阜		阜			[]	[]		U+961C	U+961C
09699-09699	隙		隙			[]	[阜]		U+9699	U+9699
096CD-058C5	壅		雍			[]	[土]		U+96CD	U+58C5
096CD-05EF1	廱		雍			[]	[广]		U+96CD	U+5EF1
096CD-064C1	擁		雍			[]	[手]		U+96CD	U+64C1
096CD-06FAD	澭		雍			[]	[水]		U+96CD	U+6FAD
096CD-07515	甕		雍			[]	[瓦]		U+96CD	U+7515
096CD-07670	癰		雍			[]	[疒]		U+96CD	U+7670
096CD-07F4B	罋		雍			[]	[缶]		U+96CD	U+7F4B
096CD-09095	邕		雍		略	[]	[]		U+96CD	U+9095
096CD-096CD	雍		雍			[]	[]		U+96CD	U+96CD
096CD-09954	饔		雍			[]	[食]		U+96CD	U+9954
096D4-0552E	售		雔		略	[]	[口]		U+96D4	U+552E
096D4-072A8	犨		雔			[]	[牛]		U+96D4	U+72A8
096D4-08B8E	讎		雔			[]	[言]		U+96D4	U+8B8E
096D4-096D4	雔		雔			[]	[]		U+96D4	U+96D4
096E8-096E8	雨		雨			[]	[]		U+96E8	U+96E8
09762-0506D	偭		面			[]	[人]		U+9762	U+506D
09762-052D4	勔		面			[]	[力]		U+9762	U+52D4
09762-06E4E	湎		面			[]	[水]		U+9762	U+6E4E
09762-07DEC	緬		面			[]	[糸]		U+9762	U+7DEC
09762-09762	面		面			[]	[]		U+9762	U+9762
09762-09EB5	麵		面			[]	[麥]		U+9762	U+9EB5
09769-09769	革		革			[]	[]		U+9769	U+9769
097F3-05591	喑		音			[]	[口]		U+97F3	U+5591
097F3-06114	愔		音			[]	[心]		U+97F3	U+6114
097F3-06697	暗		音			[]	[日]		U+97F3	U+6697
097F3-06B46	歆		音			[]	[欠]		U+97F3	U+6B46
097F3-07616	瘖		音			[]	[疒]		U+97F3	U+7616
097F3-07AA8	窨		音			[]	[穴]		U+97F3	U+7AA8
097F3-08AF3	諳		音			[]	[言]		U+97F3	U+8AF3
097F3-095C7	闇		音			[]	[門]		U+97F3	U+95C7
097F3-097F3	音		音			[]	[]		U+97F3	U+97F3
097F3-09EEF	黯		音			[]	[黑]		U+97F3	U+9EEF
09801-0560E	嘎		頁			[]	[戈, 口]		U+9801	U+560E
09801-0621B	戛		頁			[]	[戈]		U+9801	U+621B
09801-09801	頁		頁			[]	[]		U+9801	U+9801
09803-050BE	傾		頃			[]	[人]		U+9803	U+50BE
09803-06F41	潁		頃			[]	[水]		U+9803	U+6F41
09803-071B2	熲		頃			[]	[火]		U+9803	U+71B2
09803-07A4E	穎		頃			[]	[禾]		U+9803	U+7A4E
09803-09803	頃		頃			[]	[]		U+9803	U+9803
09808-05B03	嬃		須			[]	[女]		U+9808	U+5B03
09808-09808	須		須			[]	[]		U+9808	U+9808
09808-09B1A	鬚		須			[]	[髟]		U+9808	U+9B1A
0982E-0982E	頮		頮			[]	[]		U+982E	U+982E
0986F-0986F	顯		顯			[]	[]		U+986F	U+986F
098F2-076E6	盦		飲		略	[酓]	[皿]		U+98F2	U+76E6
098F2-09153	酓		飲		略	[酓]	[]		U+98F2	U+9153
098F2-097FD	韽		飲		略	[酓]	[音]		U+98F2	U+97FD
098F2-098F2	飲		飲			[]	[]		U+98F2	U+98F2
09996-05C0E	導		首			[道]	[辵, 寸]		U+9996	U+5C0E
09996-09053	道		首			[]	[辵]		U+9996	U+9053
09996-09996	首		首			[]	[]		U+9996	U+9996
09999-09999	香		香			[]	[]		U+9999	U+9999
099AD-099AD	馭		馭			[]	[]		U+99AD	U+99AD
09ADF-09ADF	髟		髟			[]	[]		U+9ADF	U+9ADF
09B25-09B25	鬥		鬥			[]	[]		U+9B25	U+9B25
09B2F-09B2F	鬯		鬯			[]	[]		U+9B2F	U+9B2F
09B31-09B31	鬱		鬱			[]	[]		U+9B31	U+9B31
09B5A-056CC	囌		魚			[穌, 蘇]	[禾, 艸, 口]		U+9B5A	U+56CC
09B5A-06F01	漁		魚			[]	[水]		U+9B5A	U+6F01
09B5A-07A4C	穌		魚			[穌]	[禾]		U+9B5A	U+7A4C
09B5A-08607	蘇		魚			[穌, 蘇]	[禾, 艸]		U+9B5A	U+8607
09B5A-09165	酥		魚			[穌]	[禾, 酉]		U+9B5A	U+9165
09B5A-09B5A	魚		魚			[]	[]		U+9B5A	U+9B5A
09B6F-05695	嚕		魯			[]	[口]		U+9B6F	U+5695
09B6F-06AD3	櫓		魯			[]	[木]		U+9B6F	U+6AD3
09B6F-0826A	艪		魯			[]	[舟]		U+9B6F	U+826A
09B6F-09B6F	魯		魯			[]	[]		U+9B6F	U+9B6F
09BC0-09BC0	鯀		鯀			[]	[]		U+9BC0	U+9BC0
09CEC-09CEC	鳬		鳬			[]	[鳥]		U+9CEC	U+9CEC
09D07-09D07	鴇		鴇			[]	[鳥]		U+9D07	U+9D07
09E75-06A10	樐		鹵			[]	[木]		U+9E75	U+6A10
09E75-06EF7	滷		鹵			[]	[水]		U+9E75	U+6EF7
09E75-078E0	磠		鹵			[]	[石]		U+9E75	U+78E0
09E75-09E75	鹵		鹵			[]	[]		U+9E75	U+9E75
09E80-093D6	鏖		麀			[]	[金]		U+9E80	U+93D6
09E80-09E80	麀		麀			[]	[]		U+9E80	U+9E80
09EC4-058D9	壙		黄			[廣]	[广, 土]		U+9EC4	U+58D9
09EC4-05EE3	廣		黄			[廣]	[广]		U+9EC4	U+5EE3
09EC4-05F49	彉		黄			[]	[弓]		U+9EC4	U+5F49
09EC4-064F4	擴		黄			[廣]	[广, 手]		U+9EC4	U+64F4
09EC4-066E0	曠		黄			[廣]	[广, 日]		U+9EC4	U+66E0
09EC4-06A2A	横		黄			[]	[木]		U+9EC4	U+6A2A
09EC4-06F62	潢		黄			[]	[水]		U+9EC4	U+6F62
09EC4-07007	瀇		黄			[廣]	[广, 水]		U+9EC4	U+7007
09EC4-07377	獷		黄			[廣]	[广, 犬]		U+9EC4	U+7377
09EC4-0749C	璜		黄			[]	[玉]		U+9EC4	U+749C
09EC4-07926	礦		黄			[廣]	[广, 石]		U+9EC4	U+7926
09EC4-07C27	簧		黄			[]	[竹]		U+9EC4	U+7C27
09EC4-07E8A	纊		黄			[廣]	[广, 糸]		U+9EC4	U+7E8A
09EC4-087E5	蟥		黄			[]	[虫]		U+9EC4	U+87E5
09EC4-089F5	觵		黄			[]	[角]		U+9EC4	U+89F5
09EC4-0913A	鄺		黄			[廣]	[广, 邑]		U+9EC4	U+913A
09EC4-09404	鐄		黄			[]	[金]		U+9EC4	U+9404
09EC4-0945B	鑛		黄			[廣]	[广, 金]		U+9EC4	U+945B
09EC4-09EC4	黄		黄			[]	[]		U+9EC4	U+9EC4
09EC4-09ECC	黌		黄			[]	[𦥯]		U+9EC4	U+9ECC
09ECD-09ECD	黍		黍			[]	[]		U+9ECD	U+9ECD
09ED1-058A8	墨		黑			[墨]	[土]		U+9ED1	U+58A8
09ED1-07E86	纆		黑			[墨]	[土, 糸]		U+9ED1	U+7E86
09ED1-09ED1	黑		黑			[]	[]		U+9ED1	U+9ED1
09ED1-09ED8	默		黑			[]	[犬]		U+9ED1	U+9ED8
09F0E-05075	偵		鼎			[]	[卜, 人]		U+9F0E	U+5075
09F0E-06968	楨		鼎			[]	[卜, 木]		U+9F0E	U+6968
09F0E-06E5E	湞		鼎			[]	[卜, 水]		U+9F0E	U+6E5E
09F0E-0798E	禎		鼎			[]	[卜, 示]		U+9F0E	U+798E
09F0E-08C9E	貞		鼎			[]	[卜]		U+9F0E	U+8C9E
09F0E-08D6C	赬		鼎			[]	[卜, 赤]		U+9F0E	U+8D6C
09F0E-09F0E	鼎		鼎			[]	[]		U+9F0E	U+9F0E
09F13-077BD	瞽		鼓			[]	[目]		U+9F13	U+77BD
09F13-09F13	鼓		鼓			[]	[]		U+9F13	U+9F13
09F20-09F20	鼠		鼠			[]	[]		U+9F20	U+9F20
09FA0-07039	瀹		龠			[]	[水]		U+9FA0	U+7039
09FA0-0721A	爚		龠			[]	[火]		U+9FA0	U+721A
09FA0-079B4	禴		龠			[]	[示]		U+9FA0	U+79B4
09FA0-07C65	籥		龠			[]	[竹]		U+9FA0	U+7C65
09FA0-07C72	籲		龠			[]	[竹, 頁]		U+9FA0	U+7C72
09FA0-09470	鑰		龠			[]	[金]		U+9FA0	U+9470
09FA0-09FA0	龠		龠			[]	[]		U+9FA0	U+9FA0
09FA0-09FA5	龥		龠			[]	[頁]		U+9FA0	U+9FA5
20A7A-0527A	剺		𠩺	리		[]	[刀]		U+20A7A	U+527A
20A7A-05AE0	嫠		𠩺	리		[]	[女]		U+20A7A	U+5AE0
20A7A-06C02	氂		𠩺	리		[]	[毛]		U+20A7A	U+6C02
20A7A-06F26	漦		𠩺	리		[]	[水]		U+20A7A	U+6F26
20A7A-0729B	犛		𠩺	리		[]	[牛]		U+20A7A	U+729B
266A2-266A2	𦚢	⿰月㫐	𦚢	와		[]	[]		U+266A2	U+266A2
26C29-0513A	儺		𦰩			[難]	[隹, 人]		U+26C29	U+513A
26C29-05606	嘆		𦰩			[]	[口]		U+26C29	U+5606
26C29-06524	攤		𦰩			[難]	[隹, 手]		U+26C29	U+6524
26C29-066B5	暵		𦰩			[]	[日]		U+26C29	U+66B5
26C29-06F22	漢		𦰩			[]	[水]		U+26C29	U+6F22
26C29-07058	灘		𦰩			[難]	[隹, 水]		U+26C29	U+7058
26C29-071AF	熯		𦰩			[]	[火]		U+26C29	U+71AF
26C29-081E1	臡		𦰩			[難]	[隹, 肉]		U+26C29	U+81E1
26C29-096E3	難		𦰩			[難]	[隹]		U+26C29	U+96E3
